family,genus,table1,species,level,number,Remove
Stilbaceae,Retzia,no,Retzia spp.,genus,3,
Stilbaceae,Retzia,no,Retzia spp.,genus,3,
Apocynaceae,Rhabdadenia,no,Rhabdadenia spp.,genus,NA,
Rhabdodendraceae,Rhabdodendron,no,Rhabdodendron spp.,genus,5,
Rhabdodendraceae,Rhabdodendron,no,Rhabdodendron spp.,genus,1.5,
Gesneriaceae,Rhabdothamnopsis,no,Rhabdothamnopsis sinensis,species,1240,
Rhamnaceae,Rhamnella,no,Rhamnella spp.,genus,3,
Thymelaeaceae,Rhamnoneuron,no,Rhamnoneuron spp.,genus,1,
Rhamnaceae,Rhamnus,no,Rhamnus spp.,genus,3,
Rosaceae,Rhaphiolepis,no,Rhaphiolepis spp.,genus,4,
Verbenaceae,Rhaphithamnus,no,Rhaphithamnus venustus,species,4,
Verbenaceae,Rhaphithamnus,no,Rhaphithamnus venustus,species,4,yes
Verbenaceae,Rhaphithamnus,no,Rhaphithamnus venustus,species,4,
Polygonaceae,Rheum,no,Rheum webbianum,species,1,
Melastomataceae,Rhexia,no,Rhexia virginica,species,457,
Melastomataceae,Rhexia,no,Rhexia virginica,species,457.08819,yes
Melastomataceae,Rhexia,no,Rhexia virginica,species,456.6,yes
Melastomataceae,Rhexia,no,Rhexia virginica,species,457,yes
Plantaginaceae,Rhodochiton,no,Rhodochiton atrosanguineus,species,85.7,
Plantaginaceae,Rhodochiton,no,Rhodochiton spp.,genus,NA,
Amaryllidaceae,Rhodolirium,no,Rhodolirium montanum,species,39.46,
Amaryllidaceae,Rhodolirium,no,Rhodolirium montanum,species,45.4,
Araceae,Rhodospatha,no,Rhodospatha spp.,genus,NA,
Rosaceae,Rhodotypos,no,Rhodotypos spp.,genus,1,
Zingiberaceae,Rhynchanthus,no,Rhynchanthus longiflorus,species,124,
Gesneriaceae,Rhynchoglossum,no,Rhynchoglossum spp.,genus,NA,
Podostemaceae,Rhyncholacis,no,Rhyncholacis sp.,species,534,
Araceae,Rhynchopyle,no,Rhynchopyle elongata,species,19.4,
Fabaceae,Rhynchosia,no,Rhynchosia edulis,species,2,
Fabaceae,Rhynchosia,no,Rhynchosia senna,species,2.2,
Fabaceae,Rhynchosia,no,Rhynchosia spp.,genus,2,
Cyperaceae,Rhynchospora,no,Rhynchospora spp.,genus,1,
Cyperaceae,Rhynchospora,no,Rhynchospora spp.,genus,1,
Grossulariaceae,Ribes,no,Ribes spp.,genus,NA,
Grossulariaceae,Ribes,no,Ribes spp.,genus,NA,
Rubiaceae,Richardia,no,Richardia brasiliensis,species,4,
Rubiaceae,Richardia,no,Richardia brasiliensis,species,3.5,
Rubiaceae,Richardia,no,Richardia grandiflora,species,3,
Brassicaceae,Ricotia,no,Ricotia lunaria,species,4,
Zingiberaceae,Riedelia,no,Riedelia spp.,genus,NA,
Petiveriaceae,Rivina,no,Rivina spp.,genus,1,
Fabaceae,Robinia,no,Robinia pseudoacacia,species,17.20436,
Fabaceae,Robinia,no,Robinia pseudoacacia,species,15.3,
Fabaceae,Robinia,no,Robinia pseudoacacia,species,NA,
Asteraceae,Robinsonia,no,Robinsonia evenia,species,1,
Asteraceae,Robinsonia,no,Robinsonia gayana,species,1,
Asteraceae,Robinsonia,no,Robinsonia gracilis,species,1,
Asteraceae,Robinsonia,no,Robinsonia gracilis,species,1,
Asteraceae,Robinsonia,no,Robinsonia masafuerae,species,1,
Rubiaceae,Rogiera,no,Rogiera spp.,family,NA,
Asparagaceae,Rohdea,no,Rohdea spp.,genus,6,
Rubiaceae,Rondeletia,no,Rondeletia spp.,genus,NA,
Roridulaceae,Roridula,no,Roridula spp.,genus,7.8,
Brassicaceae,Rorippa,no,Rorippa spp.,genus,NA,
Rosaceae,Rosa,no,Rosa woodsii,species,NA,
Rosaceae,Rosa,no,Rosa woodsii,species,27.7,
Rosaceae,Rosa,no,Rosa woodsii,species,NA,
Proteaceae,Roupala,no,Roupala spp.,genus,2,
Rousseaceae,Roussea,no,Roussea spp.,genus,NA,
Rosaceae,Rubus,no,Rubus chaerophyllus,species,46,
Rosaceae,Rubus,no,Rubus chamaemorus,species,15,
Rosaceae,Rubus,no,Rubus divaricatus,species,49,
Rosaceae,Rubus,no,Rubus grabowskii,species,55,
Rosaceae,Rubus,no,Rubus hartmannii,species,45,
Rosaceae,Rubus,no,Rubus infestus,species,49,
Rosaceae,Rubus,no,Rubus insularis,species,80,
Rosaceae,Rubus,no,Rubus lindebergii,species,56,
Rosaceae,Rubus,no,Rubus nigricans,species,80,
Rosaceae,Rubus,no,Rubus plicatus,species,75,
Rosaceae,Rubus,no,Rubus polonicus,species,46,
Rosaceae,Rubus,no,Rubus polyanthemus,species,69,
Rosaceae,Rubus,no,Rubus pyramidalis,species,70,
Rosaceae,Rubus,no,Rubus radula,species,67,
Rosaceae,Rubus,no,Rubus scissus,species,67,
Rosaceae,Rubus,no,Rubus sp.,species,76,
Rosaceae,Rubus,no,Rubus spp.,genus,1,
Rosaceae,Rubus,no,Rubus sprengelii,species,66,
Rosaceae,Rubus,no,Rubus sulcatus,species,103,
Rosaceae,Rubus,no,Rubus vestitus,species,78,
Acanthaceae,Ruellia,no,Ruellia brevifolia,species,11,
Polygonaceae,Rumex,no,Rumex acetosella,species,1,
Polygonaceae,Rumex,no,Rumex crispus,species,1,
Aizoaceae,Ruschia,no,Ruschia schollii,species,78,
Asparagaceae,Ruscus,no,Ruscus spp.,genus,6,
Rubiaceae,Rustia,no,Rustia spp.,genus,NA,
Gentianaceae,Sabatia,no,Sabatia angularis,species,850,
Sabiaceae,Sabia,no,Sabia spp.,genus,4,
Rubiaceae,Sabicea,no,Sabicea cinerea,species,269.2698,
Rubiaceae,Sabicea,no,Sabicea cinerea,species,NA,
Rhamnaceae,Sageretia,no,Sageretia spp.,genus,2.5,
Plantaginaceae,Sairocarpus,no,Sairocarpus cornutus,species,57,
Plantaginaceae,Sairocarpus,no,Sairocarpus cornutus,species,56.5,yes
Plantaginaceae,Sairocarpus,no,Sairocarpus vexillocalyculatus,species,82,
Plantaginaceae,Sairocarpus,no,Sairocarpus vexillocalyculatus,species,82.285714,yes
Amaranthaceae,Salicornia,no,Salicornia heterantha,species,1,
Polygalaceae,Salomonia,no,Salomonia spp.,genus,2,
Solanaceae,Salpiglossis,no,Salpiglossis sinuata,species,394.16,
Viburnaceae,Sambucus,no,Sambucus spp.,genus,2.5,
Viburnaceae,Sambucus,no,Sambucus spp.,genus,4,
Papaveraceae,Sanguinaria,no,Sanguinaria canadensis,species,25.3,yes
Papaveraceae,Sanguinaria,no,Sanguinaria canadensis,species,25.3,
Rosaceae,Sanguisorba,no,Sanguisorba minor,species,2,
Rosaceae,Sanguisorba,no,Sanguisorba officinalis,species,1,
Rosaceae,Sanguisorba,no,Sanguisorba spp.,genus,1,
Santalaceae,Santalum,no,Santalum acuminatum,species,2.5,
Santalaceae,Santalum,no,Santalum acuminatum,species,2,
Santalaceae,Santalum,no,Santalum lanceolatum,species,1,
Sapindaceae,Sapindus,no,Sapindus spp.,genus,3,
Caryophyllaceae,Saponaria,no,Saponaria cypria,species,38,
Caryophyllaceae,Saponaria,no,Saponaria ocymoides,species,14,
Caryophyllaceae,Saponaria,no,Saponaria officinalis,species,66,yes
Caryophyllaceae,Saponaria,no,Saponaria officinalis,species,66,
Caryophyllaceae,Saponaria,no,Saponaria orientalis,species,23,yes
Caryophyllaceae,Saponaria,no,Saponaria orientalis,species,23,
Caryophyllaceae,Saponaria,no,Saponaria sicula,species,45,
Fabaceae,Saraca,no,Saraca asoca,species,7.96,
Chloranthaceae,Sarcandra,no,Sarcandra spp.,genus,1,
Papaveraceae,Sarcocapnos,no,Sarcocapnos pulcherrima,species,1.99986187,yes
Papaveraceae,Sarcocapnos,no,Sarcocapnos pulcherrima,species,2,
Urticaceae,Sarcochlamys,no,Sarcochlamys spp.,genus,1,
Sarcolaenaceae,Sarcolaena,no,Sarcolaena spp.,genus,NA,
Lardizabalaceae,Sargentodoxa,no,Sargentodoxa spp.,genus,NA,
Sarraceniaceae,Sarracenia,no,Sarracenia spp.,genus,NA,
Aristolochiaceae,Saruma,no,Saruma spp.,genus,NA,
Aristolochiaceae,Saruma,no,Saruma spp.,genus,NA,
Lauraceae,Sassafras,no,Sassafras spp.,genus,1,
Saururaceae,Saururus,no,Saururus spp.,genus,10.5,
Ochnaceae,Sauvagesia,no,Sauvagesia spp.,genus,NA,
Brassicaceae,Savignya,no,Savignya parviflora,species,22.4,
Saxifragaceae,Saxifraga,no,Saxifraga biflora,species,NA,
Saxifragaceae,Saxifraga,no,Saxifraga biflora,species,122.6,
Saxifragaceae,Saxifraga,no,Saxifraga cernua,species,232.5,yes
Saxifragaceae,Saxifraga,no,Saxifraga cernua,species,NA,
Saxifragaceae,Saxifraga,no,Saxifraga cernua,species,232.5,
Saxifragaceae,Saxifraga,no,Saxifraga cespitosa,species,129.4,yes
Saxifragaceae,Saxifraga,no,Saxifraga cespitosa,species,NA,
Saxifragaceae,Saxifraga,no,Saxifraga cespitosa,species,129.4,
Saxifragaceae,Saxifraga,no,Saxifraga florulenta,species,470.4,
Saxifragaceae,Saxifraga,no,Saxifraga oppositifolia,species,116,
Saxifragaceae,Saxifraga,no,Saxifraga oppositifolia,species,NA,
Saxifragaceae,Saxifraga,no,Saxifraga oppositifolia,species,112.6,
Saxifragaceae,Saxifraga,no,Saxifraga oppositifolia,species,101.35,
Saxifragaceae,Saxifraga,no,Saxifraga tenuis,species,164.1,yes
Saxifragaceae,Saxifraga,no,Saxifraga tenuis,species,NA,
Saxifragaceae,Saxifraga,no,Saxifraga tenuis,species,164.1,
Saxifragaceae,Saxifraga,no,Saxifraga tenuis,species,NA,
Caprifoliaceae,Scabiosa,no,Scabiosa spp.,genus,1,
Caprifoliaceae,Scabiosa,no,Scabiosa spp.,genus,1,
Amaryllidaceae,Scadoxus,no,Scadoxus multiflorus,species,3,
Goodeniaceae,Scaevola,no,Scaevola spp.,genus,2,
Goodeniaceae,Scaevola,no,Scaevola spp.,genus,4,
Goodeniaceae,Scaevola,no,Scaevola taccada,species,2,
Theaceae,Schima,no,Schima superba,species,15,
Theaceae,Schima,no,Schima wallichii,species,24,
Brassicaceae,Schimpera,no,Schimpera arabica,species,4.1,
Anacardiaceae,Schinus,no,Schinus spp.,genus,1.5,
Schisandraceae,Schisandra,no,Schisandra sphenanthera,species,67,
Schisandraceae,Schisandra,no,Schisandra spp.,genus,2,
Araceae,Schismatoglottis,no,Schismatoglottis baangongensis,species,27,
Poaceae,Schizachyrium,no,Schizachyrium spp.,genus,1,
Cunoniaceae,Schizomeria,no,Schizomeria spp.,family,52,
Cunoniaceae,Schizomeria,no,Schizomeria whitei,species,4,
Brassicaceae,Schizopetalon,no,Schizopetalon dentatum,species,15.76,
Schoepfiaceae,Schoepfia,no,Schoepfia spp.,genus,3,
Schoepfiaceae,Schoepfia,no,Schoepfia spp.,genus,4.5,
Myrtaceae,Scholtzia,no,Scholtzia capitata,species,4,
Myrtaceae,Scholtzia,no,Scholtzia obovata,species,4,
Brassicaceae,Schouwia,no,Schouwia purpurea,species,23.7,
Asparagaceae,Scilla,no,Scilla spp.,genus,NA,
Araceae,Scindapsus,no,Scindapsus spp.,genus,1,
Cyperaceae,Scirpus,no,Scirpus microcarpus,species,1,
Caryophyllaceae,Scleranthus,no,Scleranthus annuus,species,1,
Caryophyllaceae,Scleranthus,no,Scleranthus brockiei,species,1,
Caryophyllaceae,Scleranthus,no,Scleranthus minusculus,species,1,
Caryophyllaceae,Scleranthus,no,Scleranthus perennis,species,1,
Caryophyllaceae,Scleranthus,no,Scleranthus pungens,species,1,
Caryophyllaceae,Scleranthus,no,Scleranthus uniflorus,species,1,
Liliaceae,Scoliopus,no,Scoliopus spp.,genus,30,
Salicaceae,Scolopia,no,Scolopia spp.,genus,NA,
Fabaceae,Scorpiurus,no,Scorpiurus muricatus,species,8.651685,
Fabaceae,Scorpiurus,no,Scorpiurus vermiculatus,species,6.877731,
Scrophulariaceae,Scrophularia,no,Scrophularia alpestris,species,226.23,
Scrophulariaceae,Scrophularia,no,Scrophularia auriculata,species,190.1,
Scrophulariaceae,Scrophularia,no,Scrophularia auriculata,species,253.57,
Scrophulariaceae,Scrophularia,no,Scrophularia canina,species,45.2,
Scrophulariaceae,Scrophularia,no,Scrophularia canina,species,52.53,
Scrophulariaceae,Scrophularia,no,Scrophularia frutescens,species,50.23,
Scrophulariaceae,Scrophularia,no,Scrophularia grandiflora,species,331.2,
Scrophulariaceae,Scrophularia,no,Scrophularia grandiflora,species,395,
Scrophulariaceae,Scrophularia,no,Scrophularia herminii,species,217.93,
Scrophulariaceae,Scrophularia,no,Scrophularia laevigata,species,189.72,
Scrophulariaceae,Scrophularia,no,Scrophularia nodosa,species,268.7,
Scrophulariaceae,Scrophularia,no,Scrophularia oxyrhyncha,species,157.8,
Scrophulariaceae,Scrophularia,no,Scrophularia peregrina,species,131.15,
Scrophulariaceae,Scrophularia,no,Scrophularia pyrenaica,species,216.8,
Scrophulariaceae,Scrophularia,no,Scrophularia sambucifolia,species,434.63,
Scrophulariaceae,Scrophularia,no,Scrophularia scorodonia,species,208.1,
Scrophulariaceae,Scrophularia,no,Scrophularia spp.,family,NA,
Scrophulariaceae,Scrophularia,no,Scrophularia spp.,family,NA,
Scrophulariaceae,Scrophularia,no,Scrophularia sublyrata,species,284.33,
Scrophulariaceae,Scrophularia,no,Scrophularia tanacetifolia,species,206,
Scrophulariaceae,Scrophularia,no,Scrophularia valdesii,species,357,
Scrophulariaceae,Scrophularia,no,Scrophularia viciosoi,species,250,
Lamiaceae,Scutellaria,no,Scutellaria indica,species,4,
Lamiaceae,Scutellaria,no,Scutellaria siphocampyloides,species,4,
Lamiaceae,Scutellaria,no,Scutellaria siphocampyloides,species,4.1,yes
Lamiaceae,Scutellaria,no,Scutellaria spp.,genus,4,
Rhamnaceae,Scutia,no,Scutia spp.,genus,3.5,
Rubiaceae,Scyphiphora,no,Scyphiphora spp.,genus,1,
Rubiaceae,Scyphiphora,no,Scyphiphora spp.,genus,4,
Poaceae,Secale,no,Secale cereale,species,1,
Apocynaceae,Secamone,no,Secamone elliptica,species,12,
Polygalaceae,Securidaca,no,Securidaca spp.,genus,1,
Fabaceae,Securigera,no,Securigera securidaca,species,12.3,
Fabaceae,Senegalia,no,Senegalia polyphylla,species,4.57,
Fabaceae,Senegalia,no,Senegalia polyphylla,species,4.57,
Fabaceae,Senna,no,Senna auriculata,species,13.0016958,yes
Fabaceae,Senna,no,Senna auriculata,species,13,
Fabaceae,Senna,no,Senna didymobotrya,species,10.6905488,yes
Fabaceae,Senna,no,Senna didymobotrya,species,10.7,
Fabaceae,Senna,no,Senna reticulata,species,40,
Fabaceae,Senna,no,Senna reticulata,species,40,yes
Fabaceae,Senna,no,Senna surattensis,species,30,yes
Fabaceae,Senna,no,Senna surattensis,species,30,
Sapotaceae,Sersalisia,no,Sersalisia sericea,species,5,yes
Sapotaceae,Sersalisia,no,Sersalisia sericea,species,5,
Sapotaceae,Sersalisia,no,Sersalisia sericea,species,5,
Sapotaceae,Sersalisia,no,Sersalisia sericea,species,3.5,
Pedaliaceae,Sesamum,no,Sesamum spp.,genus,NA,
Fabaceae,Sesbania,no,Sesbania virgata,species,5,
Apiaceae,Seseli,no,Seseli ghafoorianum,species,2,
Apiaceae,Seseli,no,Seseli tortuosum,species,1.7,
Aizoaceae,Sesuvium,no,Sesuvium spp.,genus,NA,
Aizoaceae,Sesuvium,no,Sesuvium spp.,genus,NA,
Setchellanthaceae,Setchellanthus,no,Setchellanthus spp.,genus,36,
Elaeagnaceae,Shepherdia,no,Shepherdia spp.,genus,1,
Rosaceae,Sibbaldia,no,Sibbaldia spp.,genus,1,
Malvaceae,Sida,no,Sida acuta,species,5,
Malvaceae,Sida,no,Sida cordata,species,5,
Malvaceae,Sida,no,Sida cordifolia,species,10,
Malvaceae,Sida,no,Sida cordifolia,species,13,
Malvaceae,Sida,no,Sida spp.,genus,7.5,
Malvaceae,Sidalcea,no,Sidalcea diploscypha,species,7,
Malvaceae,Sidalcea,no,Sidalcea diploscypha,species,7,yes
Malvaceae,Sidalcea,no,Sidalcea malviflora,species,6.5,
Rubiaceae,Simira,no,Simira panamensis,species,NA,
Simmondsiaceae,Simmondsia,no,Simmondsia spp.,genus,3,
Brassicaceae,Sinapis,no,Sinapis alba,species,3.5,
Brassicaceae,Sinapis,no,Sinapis arvensis,species,6.3,yes
Brassicaceae,Sinapis,no,Sinapis arvensis,species,19.2,
Brassicaceae,Sinapis,no,Sinapis spp.,genus,12,
Lardizabalaceae,Sinofranchetia,no,Sinofranchetia spp.,genus,20,
Lauraceae,Sinopora,no,Sinopora spp.,genus,1,
Celastraceae,Siphonodon,no,Siphonodon australis,species,40,
Brassicaceae,Sisymbriopsis,no,Sisymbriopsis spp.,genus,32.5,
Brassicaceae,Sisymbrium,no,Sisymbrium altissimum,species,65,yes
Brassicaceae,Sisymbrium,no,Sisymbrium altissimum,species,NA,
Brassicaceae,Sisymbrium,no,Sisymbrium altissimum,species,65,
Brassicaceae,Sisymbrium,no,Sisymbrium damascenum,species,53.7,
Brassicaceae,Sisymbrium,no,Sisymbrium irio,species,60,
Brassicaceae,Sisymbrium,no,Sisymbrium officinale,species,13.4,
Brassicaceae,Sisymbrium,no,Sisymbrium orientale,species,98.4,
Brassicaceae,Sisymbrium,no,Sisymbrium septulatum,species,52.7,
Iridaceae,Sisyrinchium,no,Sisyrinchium arenarium,species,63.12,
Iridaceae,Sisyrinchium,no,Sisyrinchium bellum,species,35,
Iridaceae,Sisyrinchium,no,Sisyrinchium bellum,species,35,yes
Iridaceae,Sisyrinchium,no,Sisyrinchium cuspidatum,species,31.28,
Rutaceae,Skimmia,no,Skimmia spp.,genus,3.5,
Elaeocarpaceae,Sloanea,no,Sloanea macbrydei,species,NA,
Elaeocarpaceae,Sloanea,no,Sloanea macbrydei,species,16,
Elaeocarpaceae,Sloanea,no,Sloanea spp.,genus,66.5,
Brassicaceae,Smelowskia,no,Smelowskia spp.,genus,10,
Brassicaceae,Smelowskia,no,Smelowskia spp.,genus,18,
Smilacaceae,Smilax,no,Smilax australis,species,3,
Smilacaceae,Smilax,no,Smilax herbacea,species,3,
Smilacaceae,Smilax,no,Smilax herbacea,species,4.5,
Smilacaceae,Smilax,no,Smilax pseudochina,species,2,
Smilacaceae,Smilax,no,Smilax rotundifolia,species,2,
Smilacaceae,Smilax,no,Smilax rotundifolia,species,1,
Smilacaceae,Smilax,no,Smilax rotundifolia,species,6,
Smilacaceae,Smilax,no,Smilax spp.,genus,4.5,
Brassicaceae,Solms-laubachia,no,Solms-laubachia spp.,genus,7.5,
Brassicaceae,Solms-laubachia,no,Solms-laubachia spp.,genus,14,
Brassicaceae,Solms-laubachia,no,Solms-laubachia spp.,genus,14,
Brassicaceae,Solms-laubachia,no,Solms-laubachia spp.,genus,40,
Rubiaceae,Sommera,no,Sommera spp.,genus,NA,
Asteraceae,Sonchus,no,Sonchus brassicifolius,species,1,
Asteraceae,Sonchus,no,Sonchus brassicifolius,species,1,
Asteraceae,Sonchus,no,Sonchus brassicifolius,species,1,yes
Asteraceae,Sonchus,no,Sonchus neriifolius,species,1,
Asteraceae,Sonchus,no,Sonchus neriifolius,species,1,
Asteraceae,Sonchus,no,Sonchus neriifolius,species,1,yes
Lythraceae,Sonneratia,no,Sonneratia sp. ,species,34,
Fabaceae,Sophora,no,Sophora fernandeziana,species,10,
Fabaceae,Sophora,no,Sophora fernandeziana,species,10,yes
Fabaceae,Sophora,no,Sophora fernandeziana,species,NA,
Fabaceae,Sophora,no,Sophora fernandeziana,species,NA,
Rosaceae,Sorbus,no,Sorbus alnifolia,species,4,
Rosaceae,Sorbus,no,Sorbus aucuparia,species,7,
Rosaceae,Sorbus,no,Sorbus spp.,genus,5.25,
Poaceae,Sorghum,no,Sorghum bicolor,species,1,
Typhaceae,Sparganium,no,Sparganium spp.,genus,1,
Fabaceae,Spartium,no,Spartium junceum,species,17.42664,
Fabaceae,Spartium,no,Spartium junceum,species,16.3857143,
Fabaceae,Spartium,no,Spartium junceum,species,15.1,
Fabaceae,Spartium,no,Spartium junceum,species,16.9,
Fabaceae,Spartium,no,Spartium junceum,species,17.47,
Araceae,Spathiphyllum,no,Spathiphyllum floribundum,species,4.5,
Araceae,Spathiphyllum,no,Spathiphyllum friedrichsthalii,species,21,
Araceae,Spathiphyllum,no,Spathiphyllum fulvovirens,species,12,
Araceae,Spathiphyllum,no,Spathiphyllum fulvovirens,species,15,
Araceae,Spathiphyllum,no,Spathiphyllum fulvovirens,species,12,
Araceae,Spathiphyllum,no,Spathiphyllum humboldtii,species,6,
Bignoniaceae,Spathodea,no,Spathodea campanulata,species,1310,
Asparagaceae,Speirantha,no,Speirantha spp.,genus,10.5,
Rosaceae,Spenceria,no,Spenceria ramalana,species,1.99986187,yes
Rosaceae,Spenceria,no,Spenceria ramalana,species,2,
Rosaceae,Spenceria,no,Spenceria ramalana,species,2,yes
Rosaceae,Spenceria,no,Spenceria ramalana,species,2,yes
Rosaceae,Spenceria,no,Spenceria spp.,genus,1,
Caryophyllaceae,Spergularia,no,Spergularia marina,species,99.1,
Caryophyllaceae,Spergularia,no,Spergularia marina,species,2790.78,
Caryophyllaceae,Spergularia,no,Spergularia marina,species,109.075,
Rubiaceae,Spermacoce,no,Spermacoce articularis,species,2,
Rubiaceae,Spermacoce,no,Spermacoce hispida,species,2,
Rubiaceae,Spermacoce,no,Spermacoce pusilla,species,2,
Cyclanthaceae,Sphaeradenia,no,Sphaeradenia spp.,genus,NA,
Malvaceae,Sphaeralcea,no,Sphaeralcea incana,species,25.39714,
Malvaceae,Sphaeralcea,no,Sphaeralcea incana,species,25.4,
Malvaceae,Sphaeralcea,no,Sphaeralcea incana,species,25.4,yes
Loganiaceae,Spigelia,no,Spigelia anthelmia,species,12,
Loganiaceae,Spigelia,no,Spigelia splendens,species,10,
Loganiaceae,Spigelia,no,Spigelia spp.,genus,NA,
Amaranthaceae,Spinacia,no,Spinacia spp.,genus,1,
Rosaceae,Spiraea,no,Spiraea spp.,genus,NA,
Cunoniaceae,Spiraeanthemum,no,Spiraeanthemum davidsonii,species,4,
Cunoniaceae,Spiraeanthemum,no,Spiraeanthemum spp.,family,52,
Orchidaceae,Spiranthes,no,Spiranthes romanzoffiana,species,2720,
Poaceae,Sporobolus,no,Sporobolus anglicus,species,1,
Restionaceae,Staberoha,no,Staberoha banksii,species,1,
Fabaceae,Stachyothyrsus,no,Stachyothyrsus staudtii,species,2,
Lamiaceae,Stachys,no,Stachys albens,species,6,
Lamiaceae,Stachys,no,Stachys albens,species,6,yes
Lamiaceae,Stachys,no,Stachys albicaulis,species,4,
Lamiaceae,Stachys,no,Stachys palustris,species,4,
Lamiaceae,Stachys,no,Stachys palustris,species,4,
Lamiaceae,Stachys,no,Stachys palustris,species,4,yes
Lamiaceae,Stachys,no,Stachys palustris,species,4.5,
Lamiaceae,Stachys,no,Stachys philippiana,species,4,
Picrodendraceae,Stachystemon,no,Stachystemon spp.,genus,6,
Picrodendraceae,Stachystemon,no,Stachystemon spp.,genus,3.75,
Verbenaceae,Stachytarpheta,no,Stachytarpheta spp.,genus,4,
Stachyuraceae,Stachyurus,no,Stachyurus spp.,genus,NA,
Celastraceae,Stackhousia,no,Stackhousia spp.,genus,3,
Celastraceae,Stackhousia,no,Stackhousia spp.,genus,3.5,
Apocynaceae,Stapelia,no,Stapelia gigantea,species,802.8,
Staphyleaceae,Staphylea,no,Staphylea spp.,genus,3,
Staphyleaceae,Staphylea,no,Staphylea spp.,genus,NA,
Fabaceae,Stauracanthus,no,Stauracanthus boivinii,species,2.5,yes
Fabaceae,Stauracanthus,no,Stauracanthus boivinii,species,2.5,
Fabaceae,Stauracanthus,no,Stauracanthus genistoides,species,4.7,yes
Fabaceae,Stauracanthus,no,Stauracanthus genistoides,species,4.7,
Fabaceae,Stauracanthus,no,Stauracanthus genistoides,species,4.7,yes
